true	
...Utils file loaded	
Running LSTM model	
...running on GPU	
training model with learning rate = 0.010, # of Tokens = 10, and minibatch size = 500...	
Epoch 0, epsilon = 1.000, minibatch 1/25, sum(y)/len(y) = 138/499, {Recall = 0.046009, Precision = 0.019778, F1 = 0.027664}	
Epoch 0, epsilon = 1.000, minibatch 2/25, sum(y)/len(y) = 124/500, {Recall = 0.079812, Precision = 0.034240, F1 = 0.047921}	
Epoch 0, epsilon = 1.000, minibatch 3/25, sum(y)/len(y) = 111/500, {Recall = 0.111268, Precision = 0.047734, F1 = 0.066808}	
Epoch 0, epsilon = 1.000, minibatch 4/25, sum(y)/len(y) = 133/500, {Recall = 0.034272, Precision = 0.014706, F1 = 0.020581}	
Epoch 0, epsilon = 1.000, minibatch 5/25, sum(y)/len(y) = 129/500, {Recall = 0.110798, Precision = 0.047533, F1 = 0.066526}	
Epoch 0, epsilon = 1.000, minibatch 6/25, sum(y)/len(y) = 141/500, {Recall = 0.105634, Precision = 0.045317, F1 = 0.063425}	
Epoch 0, epsilon = 1.000, minibatch 7/25, sum(y)/len(y) = 128/500, {Recall = 0.030047, Precision = 0.012890, F1 = 0.018041}	
Epoch 0, epsilon = 1.000, minibatch 8/25, sum(y)/len(y) = 134/500, {Recall = 0.018779, Precision = 0.008056, F1 = 0.011276}	
Epoch 0, epsilon = 1.000, minibatch 9/25, sum(y)/len(y) = 126/500, {Recall = 0.051174, Precision = 0.021954, F1 = 0.030726}	
Epoch 0, epsilon = 1.000, minibatch 10/25, sum(y)/len(y) = 115/500, {Recall = 0.040845, Precision = 0.017523, F1 = 0.024524}	
Epoch 0, epsilon = 1.000, minibatch 11/25, sum(y)/len(y) = 117/500, {Recall = 0.084507, Precision = 0.036254, F1 = 0.050740}	
Epoch 0, epsilon = 1.000, minibatch 12/25, sum(y)/len(y) = 128/500, {Recall = 0.045070, Precision = 0.019335, F1 = 0.027061}	
Epoch 0, epsilon = 1.000, minibatch 13/25, sum(y)/len(y) = 127/500, {Recall = 0.069953, Precision = 0.030010, F1 = 0.042001}	
Epoch 0, epsilon = 1.000, minibatch 14/25, sum(y)/len(y) = 128/500, {Recall = 0.014554, Precision = 0.006244, F1 = 0.008739}	
Epoch 0, epsilon = 1.000, minibatch 15/25, sum(y)/len(y) = 127/500, {Recall = 0.040376, Precision = 0.017321, F1 = 0.024242}	
Epoch 0, epsilon = 1.000, minibatch 16/25, sum(y)/len(y) = 146/500, {Recall = 0.051174, Precision = 0.021954, F1 = 0.030726}	
Epoch 0, epsilon = 1.000, minibatch 17/25, sum(y)/len(y) = 130/500, {Recall = 0.081690, Precision = 0.035045, F1 = 0.049049}	
Epoch 0, epsilon = 1.000, minibatch 18/25, sum(y)/len(y) = 139/500, {Recall = 0.032394, Precision = 0.013897, F1 = 0.019450}	
Epoch 0, epsilon = 1.000, minibatch 19/25, sum(y)/len(y) = 132/500, {Recall = 0.014554, Precision = 0.006244, F1 = 0.008739}	
Epoch 0, epsilon = 1.000, minibatch 20/25, sum(y)/len(y) = 117/500, {Recall = 0.039437, Precision = 0.016918, F1 = 0.023679}	
Epoch 0, epsilon = 1.000, minibatch 21/25, sum(y)/len(y) = 126/500, {Recall = 0.035211, Precision = 0.015106, F1 = 0.021142}	
Epoch 0, epsilon = 1.000, minibatch 22/25, sum(y)/len(y) = 134/500, {Recall = 0.041315, Precision = 0.017724, F1 = 0.024806}	
Epoch 0, epsilon = 1.000, minibatch 23/25, sum(y)/len(y) = 123/500, {Recall = 0.147418, Precision = 0.063243, F1 = 0.088513}	
Epoch 0, epsilon = 1.000, minibatch 24/25, sum(y)/len(y) = 139/500, {Recall = 0.069014, Precision = 0.029607, F1 = 0.041438}	
Epoch 0, epsilon = 1.000, minibatch 25/25, sum(y)/len(y) = 145/510, {Recall = 0.009390, Precision = 0.003949, F1 = 0.005559}	
Epoch 1, epsilon = 0.920, minibatch 1/25, sum(y)/len(y) = 131/499, {Recall = 0.046009, Precision = 0.019778, F1 = 0.027664}	
Epoch 1, epsilon = 0.920, minibatch 2/25, sum(y)/len(y) = 127/500, {Recall = 0.079812, Precision = 0.034240, F1 = 0.047921}	
Epoch 1, epsilon = 0.920, minibatch 3/25, sum(y)/len(y) = 134/500, {Recall = 0.111268, Precision = 0.047734, F1 = 0.066808}	
Epoch 1, epsilon = 0.920, minibatch 4/25, sum(y)/len(y) = 119/500, {Recall = 0.051174, Precision = 0.021958, F1 = 0.030730}	
Epoch 1, epsilon = 0.920, minibatch 5/25, sum(y)/len(y) = 124/500, {Recall = 0.110798, Precision = 0.047533, F1 = 0.066526}	
Epoch 1, epsilon = 0.920, minibatch 6/25, sum(y)/len(y) = 135/500, {Recall = 0.105634, Precision = 0.045317, F1 = 0.063425}	
Epoch 1, epsilon = 0.920, minibatch 7/25, sum(y)/len(y) = 489/500, {Recall = 0.030047, Precision = 0.012890, F1 = 0.018041}	
Epoch 1, epsilon = 0.920, minibatch 8/25, sum(y)/len(y) = 129/500, {Recall = 0.018779, Precision = 0.008056, F1 = 0.011276}	
Epoch 1, epsilon = 0.920, minibatch 9/25, sum(y)/len(y) = 476/500, {Recall = 0.051174, Precision = 0.021954, F1 = 0.030726}	
Epoch 1, epsilon = 0.920, minibatch 10/25, sum(y)/len(y) = 128/500, {Recall = 0.040845, Precision = 0.017523, F1 = 0.024524}	
Epoch 1, epsilon = 0.920, minibatch 11/25, sum(y)/len(y) = 475/500, {Recall = 0.084507, Precision = 0.036254, F1 = 0.050740}	
Epoch 1, epsilon = 0.920, minibatch 12/25, sum(y)/len(y) = 118/500, {Recall = 0.045070, Precision = 0.019335, F1 = 0.027061}	
Epoch 1, epsilon = 0.920, minibatch 13/25, sum(y)/len(y) = 127/500, {Recall = 0.069953, Precision = 0.030010, F1 = 0.042001}	
Epoch 1, epsilon = 0.920, minibatch 14/25, sum(y)/len(y) = 120/500, {Recall = 0.014554, Precision = 0.006244, F1 = 0.008739}	
Epoch 1, epsilon = 0.920, minibatch 15/25, sum(y)/len(y) = 120/500, {Recall = 0.040376, Precision = 0.017321, F1 = 0.024242}	
Epoch 1, epsilon = 0.920, minibatch 16/25, sum(y)/len(y) = 136/500, {Recall = 0.051174, Precision = 0.021954, F1 = 0.030726}	
Epoch 1, epsilon = 0.920, minibatch 17/25, sum(y)/len(y) = 467/500, {Recall = 0.081690, Precision = 0.035045, F1 = 0.049049}	
Epoch 1, epsilon = 0.920, minibatch 18/25, sum(y)/len(y) = 135/500, {Recall = 0.032394, Precision = 0.013897, F1 = 0.019450}	
Epoch 1, epsilon = 0.920, minibatch 19/25, sum(y)/len(y) = 135/500, {Recall = 0.014554, Precision = 0.006244, F1 = 0.008739}	
Epoch 1, epsilon = 0.920, minibatch 20/25, sum(y)/len(y) = 139/500, {Recall = 0.039437, Precision = 0.016918, F1 = 0.023679}	
Epoch 1, epsilon = 0.920, minibatch 21/25, sum(y)/len(y) = 124/500, {Recall = 0.035211, Precision = 0.015106, F1 = 0.021142}	
Epoch 1, epsilon = 0.920, minibatch 22/25, sum(y)/len(y) = 151/500, {Recall = 0.041315, Precision = 0.017724, F1 = 0.024806}	
Epoch 1, epsilon = 0.920, minibatch 23/25, sum(y)/len(y) = 125/500, {Recall = 0.147418, Precision = 0.063243, F1 = 0.088513}	
Epoch 1, epsilon = 0.920, minibatch 24/25, sum(y)/len(y) = 114/500, {Recall = 0.069014, Precision = 0.029607, F1 = 0.041438}	
Epoch 1, epsilon = 0.920, minibatch 25/25, sum(y)/len(y) = 123/510, {Recall = 0.009390, Precision = 0.003949, F1 = 0.005559}	
Epoch 2, epsilon = 0.840, minibatch 1/25, sum(y)/len(y) = 117/499, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 2/25, sum(y)/len(y) = 121/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 3/25, sum(y)/len(y) = 123/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 4/25, sum(y)/len(y) = 403/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 5/25, sum(y)/len(y) = 130/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 6/25, sum(y)/len(y) = 124/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 7/25, sum(y)/len(y) = 128/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 8/25, sum(y)/len(y) = 417/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 9/25, sum(y)/len(y) = 131/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 10/25, sum(y)/len(y) = 133/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 11/25, sum(y)/len(y) = 106/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 12/25, sum(y)/len(y) = 138/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 13/25, sum(y)/len(y) = 107/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 14/25, sum(y)/len(y) = 433/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 15/25, sum(y)/len(y) = 124/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 16/25, sum(y)/len(y) = 145/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 17/25, sum(y)/len(y) = 130/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 18/25, sum(y)/len(y) = 113/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 19/25, sum(y)/len(y) = 132/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 20/25, sum(y)/len(y) = 119/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 21/25, sum(y)/len(y) = 134/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 22/25, sum(y)/len(y) = 398/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 23/25, sum(y)/len(y) = 135/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 24/25, sum(y)/len(y) = 418/500, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 2, epsilon = 0.840, minibatch 25/25, sum(y)/len(y) = 133/510, {Recall = 0.000000, Precision = 0.000000, F1 = 0.000000}	
Epoch 3, epsilon = 0.760, minibatch 1/25, sum(y)/len(y) = 128/499, {Recall = 0.081690, Precision = 0.034933, F1 = 0.048938}	
Epoch 3, epsilon = 0.760, minibatch 2/25, sum(y)/len(y) = 396/500, {Recall = 0.140845, Precision = 0.060108, F1 = 0.084258}	
Epoch 3, epsilon = 0.760, minibatch 3/25, sum(y)/len(y) = 123/500, {Recall = 0.093897, Precision = 0.040072, F1 = 0.056172}	
Epoch 3, epsilon = 0.760, minibatch 4/25, sum(y)/len(y) = 113/500, {Recall = 0.051643, Precision = 0.022079, F1 = 0.030934}	
Epoch 3, epsilon = 0.760, minibatch 5/25, sum(y)/len(y) = 466/500, {Recall = 0.122066, Precision = 0.052094, F1 = 0.073023}	
Epoch 3, epsilon = 0.760, minibatch 6/25, sum(y)/len(y) = 137/500, {Recall = 0.122066, Precision = 0.052094, F1 = 0.073023}	
Epoch 3, epsilon = 0.760, minibatch 7/25, sum(y)/len(y) = 118/500, {Recall = 0.138028, Precision = 0.059012, F1 = 0.082677}	
Epoch 3, epsilon = 0.760, minibatch 8/25, sum(y)/len(y) = 120/500, {Recall = 0.053521, Precision = 0.022841, F1 = 0.032018}	
Epoch 3, epsilon = 0.760, minibatch 9/25, sum(y)/len(y) = 116/500, {Recall = 0.125822, Precision = 0.053697, F1 = 0.075270}	
Epoch 3, epsilon = 0.760, minibatch 10/25, sum(y)/len(y) = 133/500, {Recall = 0.118779, Precision = 0.050691, F1 = 0.071057}	
Epoch 3, epsilon = 0.760, minibatch 11/25, sum(y)/len(y) = 444/500, {Recall = 0.053052, Precision = 0.022641, F1 = 0.031737}	
Epoch 3, epsilon = 0.760, minibatch 12/25, sum(y)/len(y) = 128/500, {Recall = 0.137559, Precision = 0.058706, F1 = 0.082292}	
Epoch 3, epsilon = 0.760, minibatch 13/25, sum(y)/len(y) = 111/500, {Recall = 0.070423, Precision = 0.030054, F1 = 0.042129}	
Epoch 3, epsilon = 0.760, minibatch 14/25, sum(y)/len(y) = 114/500, {Recall = 0.040376, Precision = 0.017231, F1 = 0.024154}	
Epoch 3, epsilon = 0.760, minibatch 15/25, sum(y)/len(y) = 117/500, {Recall = 0.083099, Precision = 0.035464, F1 = 0.049712}	
Epoch 3, epsilon = 0.760, minibatch 16/25, sum(y)/len(y) = 136/500, {Recall = 0.090610, Precision = 0.038670, F1 = 0.054206}	
Epoch 3, epsilon = 0.760, minibatch 17/25, sum(y)/len(y) = 445/500, {Recall = 0.107981, Precision = 0.046083, F1 = 0.064598}	
Epoch 3, epsilon = 0.760, minibatch 18/25, sum(y)/len(y) = 439/500, {Recall = 0.063850, Precision = 0.027249, F1 = 0.038197}	
Epoch 3, epsilon = 0.760, minibatch 19/25, sum(y)/len(y) = 135/500, {Recall = 0.112676, Precision = 0.048087, F1 = 0.067406}	
Epoch 3, epsilon = 0.760, minibatch 20/25, sum(y)/len(y) = 127/500, {Recall = 0.115493, Precision = 0.049289, F1 = 0.069091}	
Epoch 3, epsilon = 0.760, minibatch 21/25, sum(y)/len(y) = 419/500, {Recall = 0.060094, Precision = 0.025646, F1 = 0.035950}	
Epoch 3, epsilon = 0.760, minibatch 22/25, sum(y)/len(y) = 116/500, {Recall = 0.077465, Precision = 0.033060, F1 = 0.046342}	
Epoch 3, epsilon = 0.760, minibatch 23/25, sum(y)/len(y) = 117/500, {Recall = 0.080282, Precision = 0.034262, F1 = 0.048027}	
Epoch 3, epsilon = 0.760, minibatch 24/25, sum(y)/len(y) = 120/500, {Recall = 0.065728, Precision = 0.028050, F1 = 0.039320}	
Epoch 3, epsilon = 0.760, minibatch 25/25, sum(y)/len(y) = 382/510, {Recall = 0.089202, Precision = 0.037321, F1 = 0.052624}	
Epoch 4, epsilon = 0.680, minibatch 1/25, sum(y)/len(y) = 120/499, {Recall = 0.050235, Precision = 0.021516, F1 = 0.030128}	
Epoch 4, epsilon = 0.680, minibatch 2/25, sum(y)/len(y) = 120/500, {Recall = 0.074648, Precision = 0.031908, F1 = 0.044707}	
Epoch 4, epsilon = 0.680, minibatch 3/25, sum(y)/len(y) = 115/500, {Recall = 0.114554, Precision = 0.048966, F1 = 0.068607}	
Epoch 4, epsilon = 0.680, minibatch 4/25, sum(y)/len(y) = 126/500, {Recall = 0.108920, Precision = 0.046558, F1 = 0.065233}	
Epoch 4, epsilon = 0.680, minibatch 5/25, sum(y)/len(y) = 482/500, {Recall = 0.066667, Precision = 0.028497, F1 = 0.039927}	
Epoch 4, epsilon = 0.680, minibatch 6/25, sum(y)/len(y) = 497/500, {Recall = 0.075117, Precision = 0.032109, F1 = 0.044988}	
Epoch 4, epsilon = 0.680, minibatch 7/25, sum(y)/len(y) = 119/500, {Recall = 0.171362, Precision = 0.073249, F1 = 0.102629}	
Epoch 4, epsilon = 0.680, minibatch 8/25, sum(y)/len(y) = 467/500, {Recall = 0.071362, Precision = 0.030504, F1 = 0.042739}	
Epoch 4, epsilon = 0.680, minibatch 9/25, sum(y)/len(y) = 130/500, {Recall = 0.124883, Precision = 0.053381, F1 = 0.074793}	
Epoch 4, epsilon = 0.680, minibatch 10/25, sum(y)/len(y) = 126/500, {Recall = 0.062911, Precision = 0.026891, F1 = 0.037677}	
Epoch 4, epsilon = 0.680, minibatch 11/25, sum(y)/len(y) = 126/500, {Recall = 0.038967, Precision = 0.016657, F1 = 0.023338}	
Epoch 4, epsilon = 0.680, minibatch 12/25, sum(y)/len(y) = 120/500, {Recall = 0.088732, Precision = 0.038066, F1 = 0.053277}	
Epoch 4, epsilon = 0.680, minibatch 13/25, sum(y)/len(y) = 121/500, {Recall = 0.045070, Precision = 0.019266, F1 = 0.026993}	
Epoch 4, epsilon = 0.680, minibatch 14/25, sum(y)/len(y) = 120/500, {Recall = 0.051174, Precision = 0.021874, F1 = 0.030648}	
Epoch 4, epsilon = 0.680, minibatch 15/25, sum(y)/len(y) = 428/500, {Recall = 0.149296, Precision = 0.063817, F1 = 0.089414}	
Epoch 4, epsilon = 0.680, minibatch 16/25, sum(y)/len(y) = 127/500, {Recall = 0.090141, Precision = 0.038531, F1 = 0.053986}	
Epoch 4, epsilon = 0.680, minibatch 17/25, sum(y)/len(y) = 118/500, {Recall = 0.080282, Precision = 0.034317, F1 = 0.048081}	
Epoch 4, epsilon = 0.680, minibatch 18/25, sum(y)/len(y) = 127/500, {Recall = 0.008451, Precision = 0.003620, F1 = 0.005068}	
Epoch 4, epsilon = 0.680, minibatch 19/25, sum(y)/len(y) = 124/500, {Recall = 0.134742, Precision = 0.057596, F1 = 0.080697}	
Epoch 4, epsilon = 0.680, minibatch 20/25, sum(y)/len(y) = 132/500, {Recall = 0.068545, Precision = 0.029430, F1 = 0.041179}	
Epoch 4, epsilon = 0.680, minibatch 21/25, sum(y)/len(y) = 143/500, {Recall = 0.118310, Precision = 0.050572, F1 = 0.070856}	
Epoch 4, epsilon = 0.680, minibatch 22/25, sum(y)/len(y) = 123/500, {Recall = 0.088732, Precision = 0.037929, F1 = 0.053142}	
Epoch 4, epsilon = 0.680, minibatch 23/25, sum(y)/len(y) = 494/500, {Recall = 0.043192, Precision = 0.018463, F1 = 0.025868}	
Epoch 4, epsilon = 0.680, minibatch 24/25, sum(y)/len(y) = 125/500, {Recall = 0.081690, Precision = 0.034919, F1 = 0.048925}	
Epoch 4, epsilon = 0.680, minibatch 25/25, sum(y)/len(y) = 163/510, {Recall = 0.012207, Precision = 0.005115, F1 = 0.007209}	
Epoch 5, epsilon = 0.600, minibatch 1/25, sum(y)/len(y) = 133/499, {Recall = 0.079812, Precision = 0.034233, F1 = 0.047914}	
Epoch 5, epsilon = 0.600, minibatch 2/25, sum(y)/len(y) = 478/500, {Recall = 0.140845, Precision = 0.060374, F1 = 0.084519}	
Epoch 5, epsilon = 0.600, minibatch 3/25, sum(y)/len(y) = 116/500, {Recall = 0.090610, Precision = 0.038786, F1 = 0.054320}	
Epoch 5, epsilon = 0.600, minibatch 4/25, sum(y)/len(y) = 127/500, {Recall = 0.054930, Precision = 0.023513, F1 = 0.032930}	
Epoch 5, epsilon = 0.600, minibatch 5/25, sum(y)/len(y) = 339/500, {Recall = 0.136620, Precision = 0.058481, F1 = 0.081903}	
Epoch 5, epsilon = 0.600, minibatch 6/25, sum(y)/len(y) = 125/500, {Recall = 0.053991, Precision = 0.023111, F1 = 0.032367}	
Epoch 5, epsilon = 0.600, minibatch 7/25, sum(y)/len(y) = 412/500, {Recall = 0.109390, Precision = 0.046825, F1 = 0.065578}	
Epoch 5, epsilon = 0.600, minibatch 8/25, sum(y)/len(y) = 216/500, {Recall = 0.082629, Precision = 0.035370, F1 = 0.049536}	
Epoch 5, epsilon = 0.600, minibatch 9/25, sum(y)/len(y) = 115/500, {Recall = 0.046948, Precision = 0.020096, F1 = 0.028145}	
Epoch 5, epsilon = 0.600, minibatch 10/25, sum(y)/len(y) = 494/500, {Recall = 0.148826, Precision = 0.063706, F1 = 0.089220}	
Epoch 5, epsilon = 0.600, minibatch 11/25, sum(y)/len(y) = 490/500, {Recall = 0.122535, Precision = 0.052452, F1 = 0.073459}	
Epoch 5, epsilon = 0.600, minibatch 12/25, sum(y)/len(y) = 113/500, {Recall = 0.072300, Precision = 0.030949, F1 = 0.043344}	
Epoch 5, epsilon = 0.600, minibatch 13/25, sum(y)/len(y) = 104/500, {Recall = 0.054460, Precision = 0.023312, F1 = 0.032648}	
Epoch 5, epsilon = 0.600, minibatch 14/25, sum(y)/len(y) = 450/500, {Recall = 0.068545, Precision = 0.029353, F1 = 0.041104}	
Epoch 5, epsilon = 0.600, minibatch 15/25, sum(y)/len(y) = 216/500, {Recall = 0.071362, Precision = 0.030547, F1 = 0.042781}	
Epoch 5, epsilon = 0.600, minibatch 16/25, sum(y)/len(y) = 111/500, {Recall = 0.007512, Precision = 0.003215, F1 = 0.004503}	
Epoch 5, epsilon = 0.600, minibatch 17/25, sum(y)/len(y) = 120/500, {Recall = 0.042254, Precision = 0.018087, F1 = 0.025331}	
Epoch 5, epsilon = 0.600, minibatch 18/25, sum(y)/len(y) = 481/500, {Recall = 0.068075, Precision = 0.029140, F1 = 0.040811}	
Epoch 5, epsilon = 0.600, minibatch 19/25, sum(y)/len(y) = 116/500, {Recall = 0.090610, Precision = 0.038786, F1 = 0.054320}	
Epoch 5, epsilon = 0.600, minibatch 20/25, sum(y)/len(y) = 124/500, {Recall = 0.050704, Precision = 0.021730, F1 = 0.030423}	
Epoch 5, epsilon = 0.600, minibatch 21/25, sum(y)/len(y) = 391/500, {Recall = 0.015493, Precision = 0.006632, F1 = 0.009288}	
Epoch 5, epsilon = 0.600, minibatch 22/25, sum(y)/len(y) = 140/500, {Recall = 0.075587, Precision = 0.032355, F1 = 0.045314}	
Epoch 5, epsilon = 0.600, minibatch 23/25, sum(y)/len(y) = 499/500, {Recall = 0.082629, Precision = 0.035377, F1 = 0.049543}	
Epoch 5, epsilon = 0.600, minibatch 24/25, sum(y)/len(y) = 114/500, {Recall = 0.055869, Precision = 0.023915, F1 = 0.033493}	
Epoch 5, epsilon = 0.600, minibatch 25/25, sum(y)/len(y) = 137/510, {Recall = 0.052582, Precision = 0.022065, F1 = 0.031085}	
Epoch 6, epsilon = 0.520, minibatch 1/25, sum(y)/len(y) = 130/499, {Recall = 0.081690, Precision = 0.034933, F1 = 0.048938}	
Epoch 6, epsilon = 0.520, minibatch 2/25, sum(y)/len(y) = 314/500, {Recall = 0.140845, Precision = 0.060108, F1 = 0.084258}	
Epoch 6, epsilon = 0.520, minibatch 3/25, sum(y)/len(y) = 442/500, {Recall = 0.093897, Precision = 0.040072, F1 = 0.056172}	
Epoch 6, epsilon = 0.520, minibatch 4/25, sum(y)/len(y) = 119/500, {Recall = 0.138498, Precision = 0.059166, F1 = 0.082912}	
Epoch 6, epsilon = 0.520, minibatch 5/25, sum(y)/len(y) = 116/500, {Recall = 0.122066, Precision = 0.052094, F1 = 0.073023}	
Epoch 6, epsilon = 0.520, minibatch 6/25, sum(y)/len(y) = 465/500, {Recall = 0.122066, Precision = 0.052094, F1 = 0.073023}	
Epoch 6, epsilon = 0.520, minibatch 7/25, sum(y)/len(y) = 341/500, {Recall = 0.115493, Precision = 0.049338, F1 = 0.069140}	
Epoch 6, epsilon = 0.520, minibatch 8/25, sum(y)/len(y) = 496/500, {Recall = 0.053521, Precision = 0.022841, F1 = 0.032018}	
Epoch 6, epsilon = 0.520, minibatch 9/25, sum(y)/len(y) = 409/500, {Recall = 0.125822, Precision = 0.053697, F1 = 0.075270}	
Epoch 6, epsilon = 0.520, minibatch 10/25, sum(y)/len(y) = 423/500, {Recall = 0.118779, Precision = 0.050691, F1 = 0.071057}	
Epoch 6, epsilon = 0.520, minibatch 11/25, sum(y)/len(y) = 134/500, {Recall = 0.053052, Precision = 0.022641, F1 = 0.031737}	
Epoch 6, epsilon = 0.520, minibatch 12/25, sum(y)/len(y) = 126/500, {Recall = 0.137559, Precision = 0.058706, F1 = 0.082292}	
Epoch 6, epsilon = 0.520, minibatch 13/25, sum(y)/len(y) = 407/500, {Recall = 0.070423, Precision = 0.030054, F1 = 0.042129}	
Epoch 6, epsilon = 0.520, minibatch 14/25, sum(y)/len(y) = 136/500, {Recall = 0.040376, Precision = 0.017231, F1 = 0.024154}	
Epoch 6, epsilon = 0.520, minibatch 15/25, sum(y)/len(y) = 132/500, {Recall = 0.083099, Precision = 0.035464, F1 = 0.049712}	
Epoch 6, epsilon = 0.520, minibatch 16/25, sum(y)/len(y) = 497/500, {Recall = 0.090610, Precision = 0.038670, F1 = 0.054206}	
Epoch 6, epsilon = 0.520, minibatch 17/25, sum(y)/len(y) = 492/500, {Recall = 0.107981, Precision = 0.046083, F1 = 0.064598}	
